Patient ID,Visit#.x,Organism,Organism Group,Ampicillin,Ampicillin_RSI,Breed,Sex (0 = female; 1 = male),Neuter status (0 = castrated; 1 = not castrated),Age,Weight (kg),Color (0 = yellow/dark yellow/amber; 1 = straw; 2 = red/pink; 3 = brown/light & dark brown; 4 = other),Clarity (0 = clear; 1 = opaque/cloudy; 2 = SLhazy; 3 = hazy),USG,PH,Protein,Glucose,Ketones,Creatinine,Bilirubin...19,Hemoprotein,Sediment Vol,Volume,Lipid Layer,WBC (simplified),Pyuria (1 if >/=4),RBC (simplified),Crystals (0 = none 1 = rare; 2 = few; 3 = mod; 4 = many),Unknown,Amorphous,Phosphate,CaOx,Oxalate,Triple Phos,Ca Phos,Bilirubin...35,Struvite,Ca Carbonate,Ammonium biurate,Ammonium Urate,Tyrosine,Uric acid,Cholesterol,Cystine,Starch,Na urate,Urate,Biurate,Hemoglobin,Talcom,Epithelial Cells-Transitional,Epithelial Cells-Squamous,Epithelial Cells-Renal,Epithelial Cells-Caudate,Casts-Hyaline,Casts-Granular,Casts-Waxy,Casts-Cellular,Bacteria quantity,Bac Type,Lipid Droplets,Sperm,Growth (0 = growth),1st Organism Grown,Amount (organism/mL)...64,2nd Organism Grown,Amount (organism/mL)...66,3rd Organism Grown,Underlying conditions (no = 0; yes = 1),Number of vet visits,Hospitalization (no = 0; yes = 1),Duration of hospitalization (days),Antimicrobial therapy (no = 0; yes = 1),Duration of therapy (days)
707462,6237DJ,Proteus mirabilis,Proteus,2,,K9-LAB,0,0,13.2,28.3,1,3,1.022,8,30,0,0,0,0,50,0,2.5,1,100,1,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,2,0,0,Klebsiella Pneumoniae,1 x 10^4,Proteus Mirabilis,1 x 10^3,,1,2,0,0,0,0
707517,7027DE,E. coli non-hemolytic,E. Coli,>8,R,K9-LAB,0,0,5.3,24.9,0,0,1.003,7,0,0,0,0,0,10,0,5,1,3,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,2,1,0,0,E. Coli,1 x 10^5,E. Coli (2nd type),1 x 10^3,,0,0,1,5,1,1
707603,8507DF,E. coli hemolytic,E. Coli,2,S,K9-X,0,0,8.5,6.1,0,0,1.027,6,30,0,5,0,0,25,0,5,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,Hemolytic E. Coli,2 x 10^2,,,,1,0,0,0,1,7
707610,7001DEDIAL,Mycoplasma Sp.,Mycoplasma,,,K9-LAB,0,0,6,37.9,0,0,1.012,5,25,100,0,0,0,10,0,5,1,3,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0,0,0,0,1,0,0,Corynebacterium,1 x 10^5,,,,1,2,1,14,0,0
707787,7470DE,Enterococcus faecalis,Enterococci,1,,K9-CHI,0,1,2.9,3.8,0,1,1.023,8,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,0,0,Corynebacterium,1 x 10^5,Enterococcus Faecalis,1 x 10^3,,1,0,0,0,1,14
707789,7530DE,E. coli non-hemolytic,E. Coli,>8,R,K9-GOLD RET,0,0,0.7,20.5,0,3,1.024,8,0,0,0,0,0,0,0,5,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,0,0,0,E. Coli,>1 x 10^5,,,,1,0,0,0,0,0
707815,3226DK,E. coli non-hemolytic,E. Coli,8,S,K9-FR BULL,0,0,13,13.8,0,3,1.011,6,100,0,0,0,0,250,0,5,0,20,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,1,0,0,E. Coli,1 x 10^5,,,,1,3,1,3,0,0
707859,8786DE,E. coli hemolytic,E. Coli,2,S,K9-AUS SHEP,0,0,2.8,33,0,3,1.017,8,0,0,0,0,0,250,0,3,0,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,1,0,0,E. Coli,>1 x 10^5,,,,1,2,1,1,0,0
708152,7966DE,E. coli hemolytic,E. Coli,>8,R,K9-MASTIFF,1,1,9,52.4,0,1,1.036,7,150,0,0,0,3,250,0,5,0,100,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,1,0,0,0,Hemolytic E. Coli,1 x 10^4,,,,0,1,0,0,1,2
708158,8177DE,Proteus mirabilis,Proteus,1,,K9-BERNESE,0,0,5.5,34,0,1,1.01,8,25,0,0,0,0,50,0,5,0,10,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,3,1,0,0,Proteus Mirabilis,1 x 10^5,,,,1,1,1,1,0,0
708222,9484DE,Strep. bovis-eq cmplx,Streptococcus,<=0.25,,K9-PIT BULL TERRIER,0,0,10.5,29.8,0,2,1.03,9,0,0,0,0,0,150,0,4.5,1,3,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,2,0,0,Streptococcus Bovis-Equinus Complex,5 x 10^2,,,,0,1,1,3,0,0
708224,2514DJ,Staph. pseudintermedius,Staphylococcus,<=0.25,,K9-X,1,0,13.7,26.6,2,2,1.013,6,100,0,0,0,0,250,0,4.5,1,3,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,0,Staphylococcus Pseudintermedius,1 x 10^4,Streptococcus Canis,1 x 10^4,,1,1,1,5,1,5
708239,9785DE,Enterococcus faecalis,Enterococci,1,,K9-X/PUG/BEAGLE,0,0,11.1,19.3,0,1,1.04,7,500,0,0,0,3,50,0,5,0,50,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,3,1,1,0,0,Enterococcus Faecalis,>1 x 10^5,Staphylococcus Pseudintermedius,1 x 10^5,,1,1,1,4,1,7
708430,901DF,Staph. pseudintermedius,Staphylococcus,>8,,K9-BOXER,1,1,9.4,26.5,0,3,1.017,8,75,0,0,0,3,50,0,5,1,10,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,1,2,0,0,Staphylococcus Pseudintermedius,>1 x 10^5,,,,1,2,0,0,1,5
708506,3817DF,Coagulase Negative Staph Group,Staphylococcus,<=0.25,,K9-P W CORG,1,0,11,14.3,0,1,1.03,8,150,0,0,0,1,50,0.1,4,0,50,1,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,Coagulase (-) Staphylococcus,1 x 10^5,,,,1,0,0,0,0,0
708514,8722DI,E. coli hemolytic,E. Coli,2,S,K9-LAB,1,0,11,27.2,0,1,1.023,6,100,0,0,0,0,0,0,5,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,2,0,0,Hemolytic E. Coli,1 x 10^5,,,,1,0,0,0,0,0
708563,963DF,Enterococcus species,Enterococci,0.5,,"K9-BULLDOG, AMERICAN",0,0,11.5,34,0,1,1.029,7,75,0,0,0,6,250,0,5,1,3,0,100,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,0,0,Enterococcus sp,1 x 10^3,Streptococcus Canis,1 x 10^2,,0,1,1,4,0,0
708572,931DF,Enterococcus faecalis,Enterococci,1,,K9-X/POOD/GOLDEN RET,0,0,4.8,16.4,3,3,1.013,5,150,0,0,0,0,250,0,5,1,50,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,1,2,0,0,Enterococcus Faecalis,>1 x 10^5,,,,1,2,0,0,0,0
708771,2020DF,Enterococcus faecium,Enterococci,>8,,K9-ST POOD,1,1,10.6,26.8,0,2,1.025,5,150,0,0,0,0,250,0,3.5,0,3,0,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,0,0,Enterococcus Faecium,4 x 10^2,,,,1,1,1,6,1,35
708788,2000DF,Staph. pseudintermedius,Staphylococcus,>8,,K9-X,0,0,11.6,48.9,0,3,1.018,8,0,0,0,0,0,250,0,4.5,1,20,1,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,1,2,0,0,Staphylococcus Pseudintermedius,1 x 10^5,,,,1,1,0,0,1,7
708894,9464DF,E. coli non-hemolytic,E. Coli,4,S,K9-X,0,0,10.7,33.1,0,1,1.02,6,100,0,0,0,0,250,0,5,1,100,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,2,1,0,0,E. Coli,1 x 10^5,Hemolytic E. Coli,1 x 10^4,,1,1,1,3,0,0
708914,2918DF,Klebsiella pneumoniae,Klebsiella,>8,,K9-BULL TERR,1,0,2.6,16.2,0,3,1.005,7,25,0,0,0,0,250,0,4,0,10,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,Klebsiella Pneumoniae,1 x 10^5,Staphylococcus Pseudintermedius,1 x 10^5,,1,2,0,0,1,3
709509,3258DI,Staph. pseudintermedius,Staphylococcus,<=0.25,,K9-SHIH TZU,0,0,10.5,6.2,2,3,1.031,7,30,0,0,0,0,150,0,5,1,20,1,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,2,0,0,Staphylococcus Pseudintermedius,1 x 10^5,,,,0,1,0,0,1,14
709510,3892DF,Coagulase Negative Staph Group,Staphylococcus,0.5,,K9-PIT BULL TERRIER,1,0,7,31.4,0,3,1.036,7,25,0,0,0,0,250,0,5,1,50,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,2,1,2,0,0,Coagulase (-) Staphylococcus,1 x 10^4,Staphylococcus Pseudintermedius,1 x 10^3,,1,2,1,5,1,4
709569,5252DF,Enterobacter cloacae,Enterobacteriaceae,>8,,K9-X,0,1,9.6,36.4,0,1,1.015,5,0,0,0,0,0,250,0,5,1,10,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,2,2,0,0,Enterobacter Cloacae,1 x 10^5,,,,1,3,1,1,0,0
709622,4386DF,Coagulase Negative Staph Group,Staphylococcus,,,K9-MALAMUTE,0,0,3.8,55.9,0,2,1.03,8,0,0,0,0,0,10,0,4.5,1,3,0,24,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,Coagulase (-) Staphylococcus,1 x 10^2,,,,0,1,1,1,0,0
709626,4448DF,Proteus mirabilis,Proteus,1,,K9-DALM,0,0,11,37.8,2,2,1.01,7,150,0,0,0,1,250,0,2,0,50,1,100,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,1,0,0,Proteus Mirabilis,1 x 10^4,Enterococcus Faecalis,1 x 10^4,,1,1,1,5,0,0
709747,4866DF,Pseudomonas aeruginosa,Pseudomonas,>8,,K9-GER SHEP,1,0,6,43.6,0,3,1.024,6,25,0,5,0,1,250,0,5,1,50,1,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,2,3,0,0,Pseudomonas Aeruginosa,1 x 10^5,,,,1,1,1,19,0,0
709835,2588DI,Klebsiella aerogenes,Klebsiella,>8,,K9-COTON DE TULEAR,1,0,12.7,6.3,0,3,1.027,7,100,0,0,0,0,10,0,5,0,10,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,1,0,0,Klebsiella Aerogenes,1 x 10^4,,,,1,1,1,2,0,0
709870,5571DF,Staph. scheliferi ss coagulans,Staphylococcus,<=0.25,,K9-SHIH TZU,1,0,8.6,8.6,0,3,1.009,5,25,0,0,0,0,250,0,5,1,50,1,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,1,2,0,0,Staphylococcus Schleiferi ss Coagulans,1 x 10^4,,,,1,1,1,3,0,0
709879,5554DF,Streptococcus canis,Streptococcus,,,K9-DACH,1,0,10,11.7,0,2,1.023,8,0,0,0,0,0,250,0,4.5,1,3,0,18,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,1,3,0,Streptococcus Canis,1 x 10^5,,,,1,9,1,6,1,7
709890,5187DF,Enterococcus faecium,Enterococci,>8,,K9-PIT BULL TERRIER,0,0,1.8,41.5,0,2,1.01,5,0,0,0,0,0,0,0,5,1,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,2,2,0,0,E. Coli,1 x 10^5,Enterococcus Faecium,1 x 10^5,,1,1,0,0,1,21
709971,4059DG,E. coli non-hemolytic,E. Coli,4,S,"K9-DACHSHUND, MINI, LONG HAIRED",1,0,10.8,5.8,0,3,1.011,6,0,0,0,0,0,0,0,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,2,0,0,E. Coli,1 x 10^3,Streptococcus Bovis-Equinus Complex,1 x 10^2,,1,2,0,0,0,0
710026,5673DK,Staph. pseudintermedius,Staphylococcus,2,,K9-X,0,0,5.8,3.8,0,1,1.027,7,30,0,0,0,0,150,0,4,0,50,1,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,1,1,0,0,Staphylococcus Pseudintermedius,1 x 10^4,Streptococcus Canis,1 x 10^4,Enterococcus Faecalis,1,10,0,0,0,0
710251,9785DJ,Streptococcus non-haemolytic,Streptococcus,<=0.25,,K9-FR BULL,1,1,4.1,13.5,0,3,1.044,7,15,0,0,0,0,25,0,5,0,20,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,1,0,Non-Hemolytic Streptococcus,1 x 10^5,,,,1,1,0,0,0,0
710363,2777DI,E. coli non-hemolytic,E. Coli,8,S,K9-X,0,0,6.2,16.3,0,1,1.04,7,30,0,0,0,1,150,0,3,1,20,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,2,2,0,0,E. Coli,1 x 10^5,,,,1,2,1,1,0,0
710507,2690DI,Streptococcus canis,Streptococcus,,,K9-X,1,0,6,8.2,3,1,1.043,7,500,0,5,0,6,250,0.1,4,0,3,0,5,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,Streptococcus Canis,1 x 10^4,,,,0,2,1,5,0,0
710526,3741DI,Enterococcus faecalis,Enterococci,1,,K9-FR BULL,0,1,7.2,5.4,0,3,1.029,7,15,0,0,0,0,10,0,2.5,1,10,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,1,0,0,Hemolytic E. Coli,1 x 10^5,Enterococcus Faecalis,1 x 10^5,,1,2,1,2,0,0
710570,3533DI,E. coli non-hemolytic,E. Coli,2,S,K9-HAVANESE,0,0,0.4,4.4,0,3,1.016,7,500,0,0,0,0,250,0,4.5,0,10,1,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,2,0,0,0,E. Coli,1 x 10^5,,,,1,1,1,6,0,0
710599,3047DI,Staph. pseudintermedius,Staphylococcus,<=0.25,,K9-GER SHEP,0,1,13.3,42.8,0,2,1.021,6,30,0,0,0,0,250,0,4.5,1,20,1,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,Staphylococcus Pseudintermedius,4 x 10^2,,,,1,1,1,3,1,4
710767,7531DJ,E. coli hemolytic,E. Coli,2,S,K9-BORD TER,0,1,0.4,,0,0,1.006,7,100,0,0,0,0,250,0,4.5,0,10,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1,0,0,Hemolytic E. Coli,1 x 10^4,,,,0,0,0,0,0,0
710787,3706DI,Staph. pseudintermedius,Staphylococcus,<=0.25,,K9-GER SHEP,1,1,8,39.8,0,1,1.017,7,100,0,0,0,1,250,0.2,5,0,100,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,2,2,0,Staphylococcus Pseudintermedius,1 x 10^5,,,,1,1,1,2,0,0
710819,3888DI,E. coli hemolytic,E. Coli,2,S,"K9-BULLDOG, AMERICAN",1,0,14,31.2,4,1,1.021,8,100,0,15,0,0,250,0,2.5,1,100,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,Hemolytic E. Coli,1 x 10^3,,,,1,0,1,1,0,0
711031,4647DI,Staph. pseudintermedius,Staphylococcus,<=0.25,,K9-SHIH TZU,0,0,12,8.5,0,3,1.012,8,30,0,0,0,0,250,0,3.5,0,10,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,0,0,Staphylococcus Pseudintermedius,1 x 10^5,,,,1,1,1,4,0,0
711053,4441DI,Actinomyces,Actinomyces,,,K9-LAB,1,0,7.7,32.3,0,2,1.023,8,100,0,0,0,6,25,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Actinomyces,1 x 10^3,E. Coli,1 x 10^3,E. Coli (2nd type),1,5,1,8,1,3
711078,2635DJ,Streptococcus canis,Streptococcus,,,K9-LAB,1,0,12.6,29.3,0,2,1.04,8,500,0,5,0,0,250,0,4.5,1,10,1,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,Streptococcus Canis,1.5 x 10^3,,,,0,1,1,1,0,0
711348,5769DI,E. coli non-hemolytic,E. Coli,>8,R,K9-P W CORG,0,0,12.4,10.7,0,3,1.012,7,500,50,0,0,0,50,0,4,1,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,E. Coli,1 x 10^3,,,,1,2,1,3,1,4
711558,7802DJ,E. coli hemolytic,E. Coli,2,S,K9-GOLD RET,1,1,12.7,35.6,0,0,1.01,6,100,0,0,0,0,25,0,5,0,100,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0,0,0,3,2,0,0,0,Hemolytic E. Coli,1 x 10^5,Hemolytic E. Coli (2nd type),1 x 10^3,,1,0,0,0,0,0
711570,1905DK,Klebsiella aerogenes,Klebsiella,>8,,K9-X,1,1,14.8,36.8,0,2,1.012,7,30,0,0,0,0,250,0,5,0,20,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,0,0,0,Klebsiella Aerogenes,1 x 10^5,,,,1,4,0,0,0,0
711782,8161DJ,E. coli hemolytic,E. Coli,2,S,K9-LAB,0,0,9.5,34.5,0,2,1.009,8,0,0,0,0,0,0,0,5,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,Hemolytic E. Coli,1 x 10^4,Proteus Mirabilis,1 x 10^3,Staphylococcus sp,1,0,0,0,1,14
711788,7040DI,Staph. pseudintermedius,Staphylococcus,>8,,K9-GER SHEP,1,0,2.4,29,0,2,1.032,8,30,0,0,0,1,10,0,4,0,20,1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,Staphylococcus Pseudintermedius,1 x 10^5,,,,1,1,1,6,0,0
711882,7407DI,Coagulase Negative Staph Group,Staphylococcus,1,,K9-MIN SCHN,1,1,6.6,10.5,0,2,1.014,7,30,0,0,0,3,150,0,4.8,1,10,1,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,Coagulase (-) Staphylococcus,6.7 x 10^3,,,,1,1,1,13,1,5
712209,9162DI,Proteus mirabilis,Proteus,1,,K9-GOLD RET,0,0,11.4,40.4,4,1,1.036,9,100,0,5,0,0,250,0,4,0,100,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,0,0,0,Staphylococcus Pseudintermedius,1 x 10^5,Proteus Mirabilis,1 x 10^5,,1,0,0,0,0,0
712297,207DJ,Mycoplasma Sp.,Mycoplasma,,,K9-B COL,1,0,20.5,18.3,0,1,1.024,5,100,0,5,0,1,250,0,1.5,1,10,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,3,0,0,Mycoplasma,1 x 10^4,,,,1,0,1,1,0,0
712345,9264DI,E. coli non-hemolytic,E. Coli,>8,R,K9-GOLD RET,0,1,0.4,14.1,0,2,1.041,8,0,0,0,0,0,0,0,4,1,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,E. Coli,1 x 10^3,E. Coli (2nd type),3 x 10^2,,1,0,0,0,1,60
712380,3504DJ,Enterococcus faecalis,Enterococci,1,,K9-GOLD RET,0,0,1.9,22.2,1,0,1.019,6,0,0,0,0,0,0,0,3.5,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,2,0,0,Enterococcus Faecalis,1 x 10^3,,,,1,2,1,2,1,5
712404,4474DJ,Staph. pseudintermedius,Staphylococcus,<=0.25,,K9-X,0,0,10.6,4.7,0,1,1.034,8,30,0,5,0,0,0,0,5,1,20,1,0,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,Staphylococcus Pseudintermedius,1 x 10^5,,,,0,0,1,5,0,0
712559,8873DJ,Klebsiella oxytoca,Klebsiella,>8,,K9-C H DOG,1,0,11.9,35.4,0,0,1.016,5,30,0,0,0,0,25,0,3,1,3,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,Klebsiella Oxytoca,1 x 10^3,,,,1,1,0,0,1,5
712738,603DJ,E. coli hemolytic,E. Coli,2,S,K9-S MT DOG,0,0,3.1,41.8,1,2,1.009,7,0,0,0,0,0,25,0,4.5,0,50,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2,1,0,0,Hemolytic E. Coli,1 x 10^5,,,,1,3,0,0,0,0
713149,4538DJ,Proteus mirabilis,Proteus,1,,K9-X,0,1,0,25.1,0,1,1.021,8,30,0,0,0,0,50,0.1,5,1,10,1,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,2,2,0,0,Proteus Mirabilis,1 x 10^5,Fastidious Enterococcus Faecalis,1 x 10^4,,0,1,1,1,0,0
713159,6063DJ,Staph. pseudintermedius,Staphylococcus,>8,,K9-PIT BULL TERRIER,1,0,4.6,27.5,0,3,1.021,6,30,0,0,0,0,150,0,4,0,3,0,12,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,2,0,Staphylococcus Pseudintermedius,7 x 10^2,,,,0,1,0,0,0,0
713166,2337DJ,Staph. pseudintermedius,Staphylococcus,<=0.25,,K9-X/RAT TERRIER/DACH,0,0,4.5,11.7,0,1,1.024,8,15,0,0,0,0,250,0,5,1,3,0,50,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,1,3,0,0,Staphylococcus Pseudintermedius,1 x 10^5,,,,1,1,1,9,0,0
713227,2251DJ,E. coli hemolytic,E. Coli,2,S,K9-HUSKY,0,0,14.7,24.5,0,1,1.024,7,100,0,5,0,0,50,0,4,1,100,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,0,Hemolytic E. Coli,1 x 10^5,,,,0,0,0,0,0,0
713306,2530DJ,E. coli hemolytic,E. Coli,2,S,K9-X,1,1,12.6,4.5,0,2,1.014,6,15,0,0,0,0,25,0,5,1,50,1,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,2,1,0,0,Hemolytic E. Coli,1 x 10^5,,,,0,1,1,6,0,0
713350,2881DJ,E. coli hemolytic,E. Coli,2,S,K9-GOLD RET,1,1,11.6,31.6,0,1,1.036,7,500,0,0,0,1,250,0,4,0,100,1,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,2,1,0,0,Hemolytic E. Coli,1 x 10^4,,,,0,1,1,1,0,0
713443,1302DK,E. coli hemolytic,E. Coli,4,S,K9-AUS CTL,1,0,10.8,7.8,0,2,1.014,6,15,0,0,0,0,10,0,4.5,0,50,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2,0,0,0,Hemolytic E. Coli,1 x 10^5,,,,0,0,1,4,0,0
