Patient ID,Visit#,Date of Test,Organism,Organism Group,Ampicillin,Ampicillin_RSI,Amoxi/Clav,Amoxi/Clav_RSI,Oxacillin,Penicillin,Piper/Tazob,Cefazolin,Cefazolin_RSI,Cefovecin,Cefovecin_RSI,Cefpodoxime,Cefpodoxime_RSI,Ceftazadime,Cephalexin,Cephalothin,Amikacin,Amikacin_RSI,Gentamicin,Gentamicin_RSI,Chloramphenicol,Chloramphenicol_RSI,Doxycycline,Doxycycline_RSI,Minocycline,Minocycline_RSI,Tetracycline,Tetracycline_RSI,Enrofloxacin,Marbofloxacin,Orbifloxacin,Orbifloxacin_RSI,Pradofloxacin,Pradofloxacin_RSI,Trim/Sulfa,Trim/Sulfa_RSI,Clindamycin,Erythromycin,Nitrofurantoin,Nitrofurantoin_RSI,Vancomycin,Rifampin,Imipenem,Imipenem_RSI
701441,2940DE,43601,E. coli non-hemolytic,E. Coli,4,S,8,S,,,<=8,4,S,1,S,<=1,S,<=4,8,,<=4,S,0.5,S,8,S,4,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
701449,2902DE,43601,Proteus mirabilis,Proteus,>8,,8,,,,<=8,16,,<=0.25,,<=1,,<=4,16,,<=4,,2,,8,,>8,,,,>16,,0.5,0.25,2,,<=0.25,,<=0.5,,,,,,,,4,
701501,3181DE,43603,Staphylococcus intermedius,Staphylococcus,>8,,4,,>2,>8,,>4,,>8,,>8,,,,>4,<=16,,<=4,,>32,,>0.5,,>2,,>1,,>4,>4,,,2,,>4,,>4,>4,<=16,,<=1,<=1,<=1,
701410,2407DE,43604,Mycoplasma Sp.,Mycoplasma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701065,3439DE,43605,Klebsiella oxytoca,Klebsiella,>8,,2,,,,<=8,16,,0.5,,<=1,,<=4,4,,<=4,,0.5,,<=2,,1,,,,<=4,,<=0.12,<=0.12,<=1,,<=0.25,,<=0.5,,,,,,,,<=1,
416030,3410DE,43605,E. coli hemolytic,E. Coli,2,S,4,S,,,<=8,2,S,0.5,S,<=1,S,<=4,4,,<=4,S,0.5,S,8,S,2,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
389365,3491DE,43607,E. coli non-hemolytic,E. Coli,4,S,8,S,,,<=8,2,S,1,S,<=1,S,<=4,8,,<=4,S,1,S,8,S,2,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
701726,4007DE,43609,E. coli hemolytic,E. Coli,4,S,4,S,,,<=8,2,S,1,S,<=1,S,<=4,8,,<=4,S,1,S,8,S,4,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
417990,3577DE,43609,E. coli hemolytic,E. Coli,2,S,2,S,,,<=8,2,S,<=0.25,S,<=1,S,<=4,4,,<=4,S,1,S,8,S,2,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
706757,4610DE,43614,Proteus mirabilis,Proteus,1,,1,,,,<=8,8,,<=0.25,,<=1,,<=4,8,,<=4,,1,,8,,>8,,,,>16,,<=0.12,<=0.12,<=1,,<=0.25,,<=0.5,,,,,,,,<=1,
427706,4454DE,43614,E. coli hemolytic,E. Coli,2,S,2,S,,,<=8,2,S,<=0.25,S,<=1,S,<=4,4,,<=4,S,0.5,S,4,S,1,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
460822,4931DE,43616,E. coli hemolytic,E. Coli,8,S,8,S,,,<=8,2,S,1,S,<=1,S,<=4,8,,<=4,S,0.5,S,8,S,4,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
706881,5038DE,43617,Streptococcus canis,Streptococcus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
706864,5108DE,43619,E. coli hemolytic,E. Coli,2,S,4,S,,,<=8,2,S,<=0.25,S,<=1,S,<=4,4,,<=4,S,0.5,S,4,S,1,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
707116,5425DE,43620,E. coli non-hemolytic,E. Coli,>8,S,>8,R,,,<=8,>32,S,>8,R,>8,R,<=4,>16,,<=4,S,0.5,S,8,S,>8,I,,,>16,R,>4,>4,>8,R,>2,R,<=0.5,S,,,,,,,<=1,S
423691,5752DE,43622,Enterococcus faecalis,Enterococci,0.5,,0.5,,2,1,,>4,,2,,<=2,,,,>4,>32,,16,,<=8,,0.25,,<=0.5,,0.5,,2,4,,,0.5,,<=2,,>4,1,<=16,,2,>2,<=1,
372087,5721DE,43622,E. coli hemolytic,E. Coli,8,S,8,S,,,<=8,2,S,1,S,<=1,S,<=4,8,,<=4,S,0.5,S,8,S,4,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
707029,6002DE,43625,Staphylococcus intermedius,Staphylococcus,>8,,4,,>2,>8,,4,,>8,,>8,,,,<=2,<=16,,<=4,,<=8,,>0.5,,2,,>1,,>4,>4,,,2,,>4,,>4,>4,<=16,,<=1,<=1,<=1,
701369,6169DE,43626,E. coli hemolytic,E. Coli,2,S,4,S,,,<=8,2,S,0.5,S,<=1,S,<=4,4,,<=4,S,1,S,>32,R,1,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
707168,6181DE,43626,E. coli hemolytic,E. Coli,2,S,2,S,,,<=8,2,S,0.5,S,<=1,S,<=4,4,,<=4,S,1,S,8,S,1,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
707170,6220DE,43626,Proteus mirabilis,Proteus,2,,1,,,,<=8,8,,<=0.25,,<=1,,<=4,16,,<=4,,1,,8,,>8,,,,>16,,0.25,<=0.12,<=1,,<=0.25,,<=0.5,,,,,,,,<=1,
707062,6017DE,43626,E. coli non-hemolytic,E. Coli,2,S,4,S,,,<=8,2,S,0.5,S,<=1,S,<=4,4,,<=4,S,0.5,S,8,S,1,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
707424,6291DE,43627,Enterococcus faecium,Enterococci,1,,0.5,,>2,4,,>4,,>8,,>8,,,,>4,>32,,8,,<=8,,<=0.12,,<=0.5,,<=0.25,,1,2,,,<=0.25,,<=2,,1,1,>64,,<=1,>2,2,
493832,6435DE,43628,E. coli non-hemolytic,E. Coli,>8,S,>8,R,,,<=8,4,S,1,S,<=1,S,<=4,8,,<=4,S,0.5,S,4,S,>8,I,,,>16,R,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
707610,7001DEDIAL,43632,Mycoplasma Sp.,Mycoplasma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707517,7027DE,43633,E. coli non-hemolytic,E. Coli,>8,S,8,S,,,<=8,8,S,1,S,<=1,S,<=4,8,,<=4,S,1,S,4,S,>8,I,,,>16,R,>4,>4,>8,R,>2,R,>4,R,,,,,,,<=1,S
707787,7470DE,43635,Enterococcus faecalis,Enterococci,1,,0.5,,>2,4,,>4,,>8,,>8,,,,>4,>32,,8,,<=8,,0.25,,<=0.5,,0.5,,1,4,,,0.5,,<=2,,>4,<=0.25,<=16,,<=1,>2,<=1,
419156,7517DE,43635,Staph. pseudintermedius,Staphylococcus,<=0.25,,<=0.25,,<=0.25,<=0.06,,<=2,,0.12,,<=2,,,,<=2,<=16,,<=4,,<=8,,<=0.12,,<=0.5,,<=0.25,,<=0.25,<=1,,,<=0.25,,<=2,,<=0.5,<=0.25,<=16,,<=1,<=1,<=1,
707789,7530DE,43635,E. coli non-hemolytic,E. Coli,>8,S,>8,R,,,<=8,>32,S,>8,R,>8,R,16,>16,,<=4,S,2,S,8,S,2,S,,,<=4,S,>4,>4,>8,R,>2,R,<=0.5,S,,,,,,,<=1,S
440169,7392DE,43635,E. coli hemolytic,E. Coli,2,S,4,S,,,<=8,2,S,0.5,S,<=1,S,<=4,4,,<=4,S,0.5,S,8,S,2,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
415448,7694DE,43636,Klebsiella pneumoniae,Klebsiella,>8,,2,,,,<=8,2,,0.5,,<=1,,<=4,4,,<=4,,<=0.25,,8,,2,,,,<=4,,<=0.12,<=0.12,<=1,,<=0.25,,<=0.5,,,,,,,,<=1,
708152,7966DE,43638,E. coli hemolytic,E. Coli,>8,S,8,S,,,<=8,4,S,0.5,S,<=1,S,<=4,4,,<=4,S,0.5,S,8,S,1,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
708158,8177DE,43641,Proteus mirabilis,Proteus,1,,1,,,,<=8,4,,1,,<=1,,<=4,8,,<=4,,2,,8,,>8,,,,>16,,0.25,<=0.12,<=1,,<=0.25,,<=0.5,,,,,,,,<=1,
707859,8786DE,43644,E. coli hemolytic,E. Coli,2,S,4,S,,,<=8,2,S,0.5,S,<=1,S,<=4,4,,8,I,1,S,8,S,2,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
708222,9484DE,43649,Strep. bovis-eq cmplx,Streptococcus,<=0.25,,<=0.25,,<=0.25,<=0.06,,<=2,,0.12,,<=2,,,,<=2,<=16,,<=4,,<=8,,<=0.12,,<=0.5,,<=0.25,,1,2,,,<=0.25,,<=2,,<=0.5,<=0.25,<=16,,>16,<=1,<=1,
415568,9588DE,43649,E. coli hemolytic,E. Coli,2,S,2,S,,,<=8,32,R,4,I,4,I,<=4,8,,<=4,S,0.5,S,8,S,4,S,,,<=4,S,0.5,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
701414,9800DE,43652,Staph. pseudintermedius,Staphylococcus,0.5,,<=0.25,,0.5,0.5,,<=2,,1,,<=2,,,,<=2,<=16,,<=4,,<=8,,<=0.12,,<=0.5,,<=0.25,,1,<=1,,,<=0.25,,<=2,,<=0.5,<=0.25,<=16,,<=1,<=1,<=1,
708239,9785DE,43652,Enterococcus faecalis,Enterococci,1,,1,,>2,4,,>4,,>8,,>8,,,,>4,>32,,>16,,<=8,,>0.5,,>2,,>1,,0.5,2,,,<=0.25,,<=2,,>4,>4,<=16,,<=1,2,<=1,
459133,9998DE,43654,E. coli hemolytic,E. Coli,4,S,4,S,,,<=8,2,S,0.5,S,<=1,S,<=4,8,,<=4,S,1,S,8,S,2,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
708572,931DF,43661,Enterococcus faecalis,Enterococci,1,,1,,>2,4,,>4,,>8,,>8,,,,>4,>32,,16,,<=8,,0.5,,<=0.5,,1,,1,2,,,0.5,,<=2,,>4,1,<=16,,2,<=1,<=1,
708430,901DF,43661,Staph. pseudintermedius,Staphylococcus,>8,,4,,>2,>8,,>4,,>8,,>8,,,,4,<=16,,8,,>32,,>0.5,,>2,,>1,,>4,>4,,,2,,<=2,,0,>4,<=16,,<=1,<=1,<=1,
708563,963DF,43662,Enterococcus species,Enterococci,0.5,,0.5,,>2,1,,>4,,>8,,>8,,,,>4,<=16,,<=4,,<=8,,<=0.12,,<=0.5,,<=0.25,,0.5,<=1,,,<=0.25,,<=2,,4,<=0.25,<=16,,<=1,<=1,<=1,
708788,2000DF,43668,Staph. pseudintermedius,Staphylococcus,>8,,8,,>2,>8,,>4,,>8,,>8,,,,4,<=16,,16,,>32,,>0.5,,>2,,>1,,>4,>4,,,2,,>4,,>4,>4,<=16,,<=1,<=1,<=1,
471087,2006DF,43668,E. coli hemolytic,E. Coli,2,S,2,S,,,<=8,2,S,<=0.25,S,<=1,S,<=4,4,,<=4,S,0.5,S,4,S,2,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
708771,2020DF,43668,Enterococcus faecium,Enterococci,>8,,>8,,>2,>8,,>4,,>8,,>8,,,,>4,<=16,,<=4,,<=8,,>0.5,,>2,,>1,,>4,>4,,,>2,,<=2,,>4,>4,64,,<=1,<=1,>4,
708914,2918DF,43675,Klebsiella pneumoniae,Klebsiella,>8,,>8,,,,<=8,>32,,>8,,>8,,16,>16,,<=4,,<=0.25,,>32,,8,,,,<=4,,>4,>4,>8,,>2,,1,,,,,,,,<=1,
488284,2914DF,43675,Strep. bovis-eq cmplx,Streptococcus,<=0.25,,<=0.25,,<=0.25,<=0.06,,<=2,,<=0.06,,<=2,,,,<=2,<=16,,<=4,,<=8,,0.25,,<=0.5,,0.5,,2,4,,,<=0.25,,<=2,,<=0.5,<=0.25,<=16,,<=1,<=1,<=1,
499084,2957DF,43676,E. coli non-hemolytic,E. Coli,4,S,4,S,,,<=8,2,S,1,S,<=1,S,<=4,8,,<=4,S,1,S,8,S,1,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
459464,3409DF,43678,Streptococcus canis,Streptococcus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457543,3456DF,43678,Proteus mirabilis,Proteus,2,,1,,,,<=8,8,,<=0.25,,<=1,,<=4,16,,<=4,,2,,8,,>8,,,,>16,,0.5,<=0.12,2,,<=0.25,,<=0.5,,,,,,,,2,
481628,3488DF,43679,Proteus mirabilis,Proteus,1,,1,,,,<=8,8,,<=0.25,,<=1,,<=4,16,,8,,2,,8,,>8,,,,>16,,0.25,<=0.12,<=1,,<=0.25,,<=0.5,,,,,,,,<=1,
708506,3817DF,43682,Coagulase Negative Staph Group,Staphylococcus,<=0.25,,<=0.25,,<=0.25,0.25,,<=2,,0.5,,<=2,,,,<=2,<=16,,<=4,,<=8,,<=0.12,,<=0.5,,<=0.25,,<=0.25,<=1,,,<=0.25,,<=2,,<=0.5,<=0.25,<=16,,<=1,<=1,<=1,
709510,3892DF,43683,Coagulase Negative Staph Group,Staphylococcus,0.5,,<=0.25,,1,1,,<=2,,1,,<=2,,,,<=2,<=16,,<=4,,<=8,,<=0.12,,<=0.5,,<=0.25,,<=0.25,<=1,,,<=0.25,,<=2,,<=0.5,>4,<=16,,<=1,<=1,<=1,
701531,4138DF,43684,E. coli hemolytic,E. Coli,2,S,2,S,,,<=8,2,S,<=0.25,S,<=1,S,<=4,4,,<=4,S,0.5,S,4,S,1,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
709622,4386DF,43686,Coagulase Negative Staph Group,Staphylococcus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459703,4447DF,43686,E. coli hemolytic,E. Coli,1,S,2,S,,,<=8,<=1,S,<=0.25,S,<=1,S,<=4,4,,<=4,S,0.5,S,8,S,2,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
424491,4777DF,43689,E. coli hemolytic,E. Coli,4,S,4,S,,,<=8,2,S,1,S,<=1,S,<=4,8,,<=4,S,1,S,8,S,2,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
709626,4448DF,43690,Proteus mirabilis,Proteus,1,,1,,,,<=8,8,,<=0.25,,<=1,,<=4,16,,<=4,,1,,8,,>8,,,,>16,,<=0.12,<=0.12,<=1,,<=0.25,,<=0.5,,,,,,,,2,
709890,5187DF,43691,Enterococcus faecium,Enterococci,>8,,>8,,>2,>8,,>4,,>8,,>8,,,,>4,>32,,16,,<=8,,>0.5,,>2,,>1,,4,4,,,2,,<=2,,<=0.5,1,64,,<=1,<=1,>4,
709569,5252DF,43692,Enterobacter cloacae,Enterobacteriaceae,>8,,>8,,,,<=8,>32,,2,,2,,<=4,>16,,<=4,,<=0.25,,4,,2,,,,<=4,,<=0.12,<=0.12,<=1,,<=0.25,,<=0.5,,,,,,,,<=1,
709879,5554DF,43693,Streptococcus canis,Streptococcus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709870,5571DF,43694,Staph. scheliferi ss coagulans,Staphylococcus,<=0.25,,<=0.25,,<=0.25,<=0.06,,<=2,,0.25,,<=2,,,,<=2,<=16,,<=4,,<=8,,<=0.12,,<=0.5,,<=0.25,,<=0.25,<=1,,,<=0.25,,<=2,,<=0.5,<=0.25,<=16,,<=1,<=1,<=1,
426909,5865DF,43697,E. coli hemolytic,E. Coli,2,S,2,S,,,<=8,2,S,<=0.25,S,<=1,S,<=4,4,,<=4,S,0.5,S,4,S,2,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
709747,4866DF,43701,Pseudomonas aeruginosa,Pseudomonas,>8,,>8,,,,<=8,>32,,>8,,>8,,<=4,>16,,<=4,,1,,>32,,>8,,,,16,,0.5,0.25,2,,<=0.25,,>4,,,,,,,,2,
490244,6858DF,43705,Proteus mirabilis,Proteus,1,,1,,,,<=8,4,,<=0.25,,<=1,,<=4,8,,<=4,,1,,8,,>8,,,,>16,,<=0.12,<=0.12,<=1,,<=0.25,,<=0.5,,,,,,,,<=1,
370319,7041DF,43706,E. coli hemolytic,E. Coli,1,S,2,S,,,<=8,2,S,<=0.25,S,<=1,S,<=4,4,,<=4,S,0.5,S,4,S,2,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
702228,7587DF,43711,Enterococcus faecalis,Enterococci,1,,0.5,,>2,2,,>4,,>8,,>8,,,,>4,>32,,8,,<=8,,>0.5,,>2,,>1,,1,2,,,<=0.25,,<=2,,>4,<=0.25,<=16,,<=1,>2,<=1,
702218,7615DF,43711,E. coli hemolytic,E. Coli,4,S,4,S,,,<=8,2,S,0.5,S,<=1,S,<=4,4,,<=4,S,0.5,S,8,S,2,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
485458,7765DF,43712,Enterococcus faecalis,Enterococci,1,,0.5,,>2,4,,>4,,>8,,>8,,,,>4,>32,,16,,<=8,,>0.5,,>2,,>1,,1,<=1,,,<=0.25,,<=2,,4,<=0.25,<=16,,<=1,>2,<=1,
702237,7968DF,43714,E. coli hemolytic,E. Coli,2,S,4,S,,,<=8,2,S,0.5,S,<=1,S,<=4,8,,<=4,S,1,S,8,S,2,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
379487,8156DF,43716,E. coli non-hemolytic,E. Coli,>8,S,8,S,,,<=8,4,S,1,S,<=1,S,<=4,8,,<=4,S,>8,R,4,S,>8,I,,,>16,R,>4,>4,>8,R,>2,R,>4,R,,,,,,,<=1,S
470690,8469DF,43718,E. coli hemolytic,E. Coli,2,S,4,S,,,<=8,2,S,0.5,S,<=1,S,<=4,4,,<=4,S,1,S,4,S,2,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
707603,8507DF,43718,E. coli hemolytic,E. Coli,2,S,4,S,,,<=8,2,S,0.5,S,<=1,S,<=4,8,,<=4,S,0.5,S,8,S,2,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
459790,8904DF,43721,E. coli hemolytic,E. Coli,4,S,4,S,,,<=8,2,S,1,S,<=1,S,<=4,8,,<=4,S,1,S,8,S,8,I,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
702549,9237DF,43724,E. coli hemolytic,E. Coli,4,S,4,S,,,<=8,2,S,1,S,<=1,S,<=4,8,,8,I,1,S,8,S,2,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
701380,9238DF,43724,Staph. pseudintermedius,Staphylococcus,>8,,4,,>2,>8,,<=2,,>8,,>8,,,,<=2,<=16,,8,,<=8,,>0.5,,1,,>1,,>4,>4,,,>2,,>4,,>4,>4,<=16,,<=1,<=1,<=1,
702550,9225DF,43724,E. coli non-hemolytic,E. Coli,4,S,4,S,,,<=8,2,S,0.5,S,<=1,S,<=4,8,,<=4,S,1,S,8,S,8,I,,,>16,R,>4,>4,>8,R,>2,R,>4,R,,,,,,,<=1,S
702609,9425DF,43725,E. coli hemolytic,E. Coli,2,S,2,S,,,<=8,2,S,<=0.25,S,<=1,S,<=4,8,,<=4,S,1,S,4,S,1,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
702534,9257DF,43725,E. coli non-hemolytic,E. Coli,8,S,8,S,,,<=8,4,S,2,S,<=1,S,<=4,8,,<=4,S,1,S,32,R,8,I,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
708894,9464DF,43725,E. coli non-hemolytic,E. Coli,4,S,4,S,,,<=8,2,S,0.5,S,<=1,S,<=4,4,,8,I,0.5,S,4,S,1,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
393776,9472DF,43726,E. coli hemolytic,E. Coli,2,S,4,S,,,<=8,2,S,0.5,S,<=1,S,<=4,8,,<=4,S,1,S,4,S,1,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
416017,9558DF,43726,E. coli hemolytic,E. Coli,4,S,4,S,,,<=8,2,S,0.5,S,<=1,S,<=4,8,,<=4,S,1,S,8,S,2,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
702818,9662DF,43726,E. coli hemolytic,E. Coli,>8,S,>8,R,,,<=8,>32,S,>8,R,>8,R,8,>16,,<=4,S,1,S,8,S,2,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
485287,9827DF,43727,Bacillus,Bacillus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429658,115DG,43731,E. coli hemolytic,E. Coli,4,S,8,S,,,<=8,2,S,1,S,<=1,S,<=4,8,,<=4,S,0.5,S,16,I,4,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
702940,592DG,43733,Proteus mirabilis,Proteus,1,,1,,,,<=8,8,,<=0.25,,<=1,,<=4,8,,<=4,,1,,16,,>8,,,,>16,,0.25,<=0.12,<=1,,<=0.25,,<=0.5,,,,,,,,2,
427817,826DG,43735,E. coli non-hemolytic,E. Coli,4,S,8,S,,,<=8,2,S,1,S,<=1,S,<=4,8,,<=4,S,1,S,8,S,2,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
414547,848DG,43735,E. coli hemolytic,E. Coli,4,S,4,S,,,<=8,2,S,0.5,S,<=1,S,<=4,8,,<=4,S,0.5,S,8,S,4,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
703062,1013DG,43737,Staph. pseudintermedius,Staphylococcus,<=0.25,,<=0.25,,<=0.25,0.12,,<=2,,0.25,,<=2,,,,<=2,<=16,,<=4,,<=8,,<=0.12,,<=0.5,,<=0.25,,<=0.25,<=1,,,<=0.25,,<=2,,<=0.5,1,<=16,,<=1,<=1,<=1,
460499,1435DG,43740,E. coli hemolytic,E. Coli,2,S,2,S,,,<=8,2,S,0.5,S,<=1,S,<=4,4,,<=4,S,1,S,4,S,1,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
703133,1493DG,43740,E. coli hemolytic,E. Coli,4,S,4,S,,,<=8,2,S,0.5,S,<=1,S,<=4,8,,<=4,S,0.5,S,8,S,2,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
495315,1617DG,43740,E. coli hemolytic,E. Coli,4,S,4,S,,,<=8,4,S,1,S,<=1,S,<=4,8,,<=4,S,1,S,8,S,2,S,,,<=4,S,0.5,0.5,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
703155,1718DG,43741,E. coli hemolytic,E. Coli,>8,S,8,S,,,<=8,2,S,1,S,<=1,S,<=4,8,,<=4,S,1,S,16,I,2,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
703168,1755DG,43741,E. coli non-hemolytic,E. Coli,4,S,4,S,,,<=8,2,S,1,S,<=1,S,<=4,4,,<=4,S,0.5,S,8,S,2,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
411944,1861DG,43742,E. coli non-hemolytic,E. Coli,8,S,8,S,,,<=8,4,S,2,S,<=1,S,<=4,8,,<=4,S,1,S,16,I,4,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
703452,2603DG,43748,E. coli hemolytic,E. Coli,4,S,4,S,,,<=8,2,S,1,S,<=1,S,<=4,8,,8,I,0.5,S,8,S,2,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
703531,3085DG,43752,Enterococcus faecalis,Enterococci,1,,1,,>2,4,,>4,,>8,,>8,,,,>4,>32,,8,,<=8,,>0.5,,>2,,>1,,0.5,2,,,<=0.25,,<=2,,>4,0.5,<=16,,2,<=1,<=1,
702660,3230DG,43753,Strep. bovis-eq cmplx,Streptococcus,<=0.25,,<=0.25,,<=0.25,<=0.06,,<=2,,<=0.06,,<=2,,,,<=2,<=16,,<=4,,<=8,,>0.5,,2,,>1,,1,2,,,<=0.25,,<=2,,<=0.5,<=0.25,<=16,,<=1,<=1,<=1,
702756,3614DG,43756,E. coli non-hemolytic,E. Coli,2,S,4,S,,,<=8,2,S,0.5,S,<=1,S,<=4,8,,<=4,S,1,S,8,S,2,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
703705,3754DG,43758,Enterococcus faecalis,Enterococci,1,,0.5,,>2,2,,>4,,>8,,>8,,,,>4,32,,<=4,,<=8,,>0.5,,>2,,>1,,>4,>4,,,>2,,>4,,>4,>4,<=16,,<=1,<=1,<=1,
703721,3779DG,43758,Proteus mirabilis,Proteus,1,,1,,,,<=8,4,,<=0.25,,<=1,,<=4,8,,<=4,,1,,8,,>8,,,,>16,,0.25,<=0.12,<=1,,<=0.25,,<=0.5,,,,,,,,<=1,
703683,3929DG,43759,Staph. pseudintermedius,Staphylococcus,<=0.25,,<=0.25,,<=0.25,<=0.06,,<=2,,0.12,,<=2,,,,<=2,<=16,,<=4,,<=8,,<=0.12,,<=0.5,,<=0.25,,<=0.25,<=1,,,<=0.25,,<=2,,<=0.5,<=0.25,<=16,,<=1,<=1,<=1,
709971,4059DG,43760,E. coli non-hemolytic,E. Coli,4,S,8,S,,,<=8,4,S,1,S,<=1,S,<=4,8,,<=4,S,0.5,S,8,S,2,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
